Date,AAPL US EQUITY,BABA US EQUITY,DIS US EQUITY,LULU US EQUITY,PSX US EQUITY,SPGI US EQUITY,LMT US EQUITY,TXN US EQUITY,V US EQUITY,MCD US EQUITY,SPX INDEX
06/07/2016,24.758,77.84,98.35,68.14,81.32,109.62,239.5,61.56,80.6,121.9,2112.13
06/08/2016,24.735,77.64,98.04,71.48,82.37,110.04,240.38,62.08,81.65,122.11,2119.12
06/09/2016,24.913,77.56,97.84,72.32,81.13,110.04,240.67,62.14,81.26,122.79,2115.48
06/10/2016,24.708,75.92,97.34,70.54,80.07,107.51,240.58,61.91,80.18,122.36,2096.07
06/13/2016,24.335,75.45,97.57,70.21,78.8,107.23,237.95,61.53,78.4,122.99,2079.06
06/14/2016,24.365,77.77,98.4,70.38,78.9,106.86,239.7,61.9,78.57,122.51,2075.32
06/15/2016,24.285,78.39,98.27,70.73,79.14,107.08,239.45,61.69,78.17,122.25,2071.5
06/16/2016,24.388,78.27,98.38,71.79,79.43,107.49,239.87,62.06,78.35,122.47,2077.99
06/17/2016,23.833,77,99,71.71,78.5,106.74,237.56,61.62,76.99,122.27,2071.22
06/20/2016,23.775,78.15,99.57,71.78,79.06,107.31,238.64,62.01,77.34,123.42,2083.25
06/21/2016,23.978,78.62,98.82,71.88,79.35,107.83,238.55,62.04,77.33,122.63,2088.9
06/22/2016,23.888,78.73,98.79,71.36,79.54,107.13,238.17,62.06,76.53,120.62,2085.45
06/23/2016,24.025,79.14,99.02,71.82,80.87,110.62,240,63.3,78.23,121.21,2113.32
06/24/2016,23.35,76.29,95.72,69.62,78.62,104.14,239.7,60.54,75.05,119.44,2037.41
06/27/2016,23.01,74.23,94.38,69,76.9,99.38,239.29,59.07,73.34,116.3,2000.54
06/28/2016,23.398,76.28,96.05,69.87,78.75,101.59,240.91,60.27,75.16,118.5,2036.09
06/29/2016,23.6,78.04,96.98,71.65,79.7,106,244.08,61.25,76.74,119.49,2070.77
06/30/2016,23.9,79.53,97.82,73.86,79.34,107.26,248.17,62.65,74.17,120.34,2098.86
07/01/2016,23.973,79.65,98.03,73.96,79.78,107.86,249.35,62.11,74.48,120.4,2102.95
07/05/2016,23.748,78.97,97.66,73.28,77.93,106.17,249.51,61.25,74.67,120.76,2088.55
07/06/2016,23.883,78.64,98.45,74.41,76.37,106.78,250.08,61.06,74.06,120.63,2099.73
